rank,protein_hash,protein_name,protein_accession,protein_length_aa,complex_count,source_count,NPInter 主表,NPInter binding-site,NPInter miRNA,RCSB PDB
1903,226b2fee4a599b846d40883c3b8955681e20297000dbb26092ae24ace5216324,8PV1_chain_EB,8PV1:EB,51,1,1,0,0,0,1
1904,c3e3f3fe5b9195d640381e948c76df346ff1a7924af60b013994d328e740a04b,8PV1_chain_G,8PV1:G,661,1,1,0,0,0,1
1905,7ed830c2e2a8bf1f693a9d2695d7d879d61cec499d300d57092908fadad7b4eb,8PV1_chain_GA,8PV1:GA,213,1,1,0,0,0,1
1906,ec008ee39f9ce6a46aa9c744bd523c5179bc4bcbce5a9e0589002f1f0747ac31,8PV1_chain_H,8PV1:H,414,1,1,0,0,0,1
1907,f8c152dc2f0f19f25c7bbfec1daaddaba7b6bf3111edf6d2843db9484ae1ac70,8PV1_chain_I,8PV1:I,679,1,1,0,0,0,1
1908,faaa99f65358df1ccfa1d0c032e8fcf2729b774725b0c7aaa3f2888a1f895378,8PV1_chain_IA,8PV1:IA,203,1,1,0,0,0,1
1909,ca6949a17387a0ce9741786e89f3ae13382ab4f44df32d93b9f31ac1274eb027,8PV1_chain_KA,8PV1:KA,187,1,1,0,0,0,1
1910,5e2cea13bcd3d703c3cb904212f113a9eba9e549a69a480c2d13f099ba5ee7e8,8PV1_chain_R,8PV1:R,443,1,1,0,0,0,1
1911,76f5a89486512a35cf6eb7700c7314569bfa8ed2f6a6855f8af8074ca502f6c9,8PV1_chain_RA,8PV1:RA,156,1,1,0,0,0,1
1912,2bf256c520727817354dc26d2670f043901130e36ff8542794bc91c6aca83623,8PV1_chain_S,8PV1:S,350,1,1,0,0,0,1
1913,588f907257a5d0a43417d10b53a435ebe59737ebb237d269bcf46ea50f74d065,8PV1_chain_SA,8PV1:SA,138,1,1,0,0,0,1
1914,0df475b501b53f8fb9264986163bd382854753e883ea5d7d863a2419ac903151,8PV1_chain_V,8PV1:V,123,1,1,0,0,0,1
1915,b3b71a92537231f2244ad998992400842bb0a75ea71b4c238851df10ba99906a,8PV1_chain_Y,8PV1:Y,365,1,1,0,0,0,1
1916,5e850aa2a567f0ef5f34a40fa5df7ed6666298024bf5e4a4184e8725ce2b1ae0,8PV1_chain_Z,8PV1:Z,304,1,1,0,0,0,1
1917,33cde06c96d86adde6f154f64cbb62ff1f6d2e9b9f54b3a16154178c3f486bd7,8PV2_chain_BB,8PV2:BB,801,1,1,0,0,0,1
1918,74c6f4b0e41cac0ff4401302e70eebd5b5af2f3430299fa48a763d81b577a3a0,8PV4_chain_NB,8PV4:NB,767,1,1,0,0,0,1
1919,70d8e90a4e0fc69603766f2cb925cd1bc058b64fb8eb4935aa4bf05348f9c402,8PV4_chain_R,8PV4:R,437,1,1,0,0,0,1
1920,9867c71790eafc3a4794f17f93da5b952f6da05630f7b072f3eea5c8e5a818f5,8PV4_chain_T,8PV4:T,781,1,1,0,0,0,1
1921,005d4b15740d1c48537c5ec2156f075531f380006d4e18b4d23467c9389d9520,8PV6_chain_J,8PV6:J,558,1,1,0,0,0,1
1922,a80a76aec7e323472393da633eec19630065e102d9046e2e67913ec62c2f1507,8PV6_chain_QA,8PV6:QA,174,1,1,0,0,0,1
1923,7a4df704803cdb46f056a535bc1334833816c2bc656e0a85d915961837e7d836,8PV6_chain_RA,8PV6:RA,160,1,1,0,0,0,1
1924,539328ce4b2c6a49e4f2ed0aa5e9cfda72a1da2032782a849902f648700e9a4c,8Q9T_chain_A,8Q9T:A,1287,1,1,0,0,0,1
1925,2348d25a3709e79dc7282aab4f907016a7b94cca7e15ac2742022ee7a2e178d4,8QCF_chain_H,8QCF:H,364,1,1,0,0,0,1
1926,eefcae1fe14c098e40ac99f10032a6b213243327678a75a097fa283e4e4f31b9,8QCF_chain_I,8QCF:I,295,1,1,0,0,0,1
1927,96ee2e7b68a3b9a89405b70bc2928fadad31b639c370dfaf3705189e14ba3683,8QCF_chain_J,8QCF:J,1005,1,1,0,0,0,1
1928,6c46c6cfe97cb6ec4d0d788b8ecf5408a85f69fb2e9b84c01196f282095c430d,8QCF_chain_L,8QCF:L,1040,1,1,0,0,0,1
1929,c441c84224d4be45b80629c2a8a57b3eefbb8b205bc299e5c2b7d0d42c3545f8,8QFS_chain_A,8QFS:A,394,1,1,0,0,0,1
1930,0b9a94d8cf887b6cae4786d34851bd7159eec1469c9d94b21c2e7df08afd49db,8QLP_chain_A,8QLP:A,452,1,1,0,0,0,1
1931,cc7222aa6c8adc37d747721e63e2c6f21e801a910972dabccc0bdd0a1d402475,8QLP_chain_B,8QLP:B,507,1,1,0,0,0,1
1932,fa7705abd97e3905a220b599e5f3d199745335a4f412d964e4960c128c36b265,8QRN_chain_GA,8QRN:GA,691,1,1,0,0,0,1
1933,924d4cf33192a6b4dec01d4fe4562a2cfc39c3dec6d71946fa997ec8bbb10b06,8QU5_chain_F,8QU5:F,206,1,1,0,0,0,1
1934,6c75e54294834d824e6e344b0a06db042dd30c59d5b241b72fdd35e17b8482bc,8QU5_chain_XA,8QU5:XA,212,1,1,0,0,0,1
1935,b4b6007b27e7660ea0cb630d81adbe4ecaf5105434454a3eba19fca510557b96,8R0S_chain_A,8R0S:A,577,1,1,0,0,0,1
1936,123cadd6928ec28e146c61aa4b3f2087883ed9fb333711522ea104af46b29be1,8R3L_chain_A,8R3L:A,729,1,1,0,0,0,1
1937,cb30dc5bc4906c8e0a0e56e98808808526cec41a52f89ab31eae71af1fd69d6b,8R3V_chain_OA,8R3V:OA,75,1,1,0,0,0,1
1938,46db890815b60213213ec98952dd7cb380a84861be0a7c6858fa550b6987f2d6,8R3Z_chain_A,8R3Z:A,817,1,1,0,0,0,1
1939,932c82ee296fde30480226cd5db1e76ed822aa66bd77f91f80a3b6d194ee36e3,8R55_chain_AB,8R55:AB,785,1,1,0,0,0,1
1940,02319403e3c07a45b0139b196cd8d8229bb2617bc6069625bd0e63fbdecd9a86,8R55_chain_F,8R55:F,64,1,1,0,0,0,1
1941,9c34d304ac4b867b16a14c3965f5ff08fba11619f5e7d9c943ada729ba320284,8R55_chain_HA,8R55:HA,178,1,1,0,0,0,1
1942,6d300dbff3f9e248167f38841007aff6501686f3d4d530d8c485a776a7e6db26,8R55_chain_J,8R55:J,218,1,1,0,0,0,1
1943,29781c7758ce227dd78261f64419e471b0b4ab234e46188f4c0840dc39b06783,8R55_chain_K,8R55:K,200,1,1,0,0,0,1
1944,3d89e5cd793b5f2ab21b4754ea1f135ced19dc34c14ebabf0eb77554af882f5a,8R55_chain_MA,8R55:MA,138,1,1,0,0,0,1
1945,a2c72119699017977c57fd90f792b05ed6e3c2224a685ca098a8f02ac632709f,8R55_chain_P,8R55:P,130,1,1,0,0,0,1
1946,9eb18237e65ec0ea81ef331fab2c0711114cd95d6f614c7bfd40d1c0677f4e77,8R55_chain_S,8R55:S,138,1,1,0,0,0,1
1947,6ec0779f704717c94e32ede13b8015a3e7b96823add53109564d3de1c1268da0,8R55_chain_VA,8R55:VA,82,1,1,0,0,0,1
1948,b38a84e5d074b6e33adc53d4ba7e50fab0b430abedb55f00b8da89b0783d859c,8R55_chain_YA,8R55:YA,58,1,1,0,0,0,1
1949,d2b9d0ad33c0aafae87ed4408255bbb5631d909a2ac7d417ff2f9cf5561131d9,8R60_chain_A,8R60:A,716,1,1,0,0,0,1
1950,fd432e81630d29a73b4c5457af04964ec893875e1388d528fc2bce766511c981,8R7N_chain_B,8R7N:B,132,1,1,0,0,0,1
1951,def2f1d27d2100f82e66123f6101140207a632afa4ea01bcf1c55b7ff54a2891,8R7N_chain_D,8R7N:D,485,1,1,0,0,0,1
1952,d51b4d7b8b361e2fb293c700e23b05e4083bc09e2964443d627e9cd6fd021ad8,8RAM_chain_S,8RAM:S,1063,1,1,0,0,0,1
1953,37bb29ff93f6ded72eff87fc9e093885328cae445c6ddd8a8b9bd27c97761efa,8RAS_chain_C,8RAS:C,1072,1,1,0,0,0,1
1954,578415e84da3c02a9b3ead40edf236d06f62d76832c6994d880a9df566d20f00,8RAS_chain_D,8RAS:D,680,1,1,0,0,0,1
1955,96d365a84d2faec20ae76ea30411ab1f6527b91fcc50929815f5eff012e57bcc,8RDU_chain_K,8RDU:K,276,1,1,0,0,0,1
1956,c8e5fd4db571c3cb4490cc0296474f9a1a1f4b56846e819b13797a8cd0ba507d,8RKT_chain_D,8RKT:D,698,1,1,0,0,0,1
1957,cebe7a514ab160b424ce7f86ff5a1c403afb4b0798a0528c6012de1933d56040,8RKT_chain_E,8RKT:E,90,1,1,0,0,0,1
1958,0f8371adb839e7ebba3f811c475950948e25f59e7de35930ece30a84a602287a,8RKT_chain_F,8RKT:F,179,1,1,0,0,0,1
1959,877c911a64a0d6f25df898fa51ecf86ab80b71a77618a2ac8311bbb6ec17d746,8RL2_chain_RA,8RL2:RA,634,1,1,0,0,0,1
1960,9c000db0a09f743494d3453beb4e8650d5c085e7aea8520c2d002d8ddc509ced,8RL2_chain_XA,8RL2:XA,306,1,1,0,0,0,1
1961,9666c0d76425cd59ee45ee9f0daa67b0268e19b5b9392a0378d96fffc0e71740,8RN1_chain_A,8RN1:A,726,1,1,0,0,0,1
1962,eec2a011e2d63f7648f90c31df2b3483c5137a8d51c13ab26a5d91dddb4df980,8S1P_chain_BA,8S1P:BA,275,1,1,0,0,0,1
1963,88c77e03c24bf2c594cc615eb0056032c26fc80bf48aec6c1dc98c9fe3a02bf0,8S35_chain_A,8S35:A,350,1,1,0,0,0,1
1964,b2aa669e95e3e8ed3692feb6e970948c4012a4afbeae78e489c91df89e7372b7,8S35_chain_F,8S35:F,235,1,1,0,0,0,1
1965,67f8ba04fa77daaae6389f5cb5913e3af3747255d5215ccfa2a1dfcfb5081145,8S35_chain_G,8S35:G,263,1,1,0,0,0,1
1966,f9254a37d71726662e33a64d97493318ea176a4b8854b7f4793dc43ca6eb9011,8SCZ_chain_A,8SCZ:A,887,1,1,0,0,0,1
1967,907ebdd9f97de7ce225242df6ab4da3195ba04707d5b2a0ff23cb3b3f8c60375,8SH5_chain_B,8SH5:B,215,1,1,0,0,0,1
1968,62bf4adf37572232b0313dca74c23fe0756b627a7578fb465a7e6a238ed6c6c0,8SP0_chain_A,8SP0:A,451,1,1,0,0,0,1
1969,5685816280a2ba2bec361f1c8a353d181f3affc2da6231a577ade6310d889278,8SWB_chain_A,8SWB:A,149,1,1,0,0,0,1
1970,641d3ef4176ac1a9f79d3c87a8e42e97f20b331a2bab81d69a46d88d8f738715,8SYI_chain_C,8SYI:C,1100,1,1,0,0,0,1
1971,c4ba19b0127a58f0934665f061f0a827514e6709c50902265818b9eaa0cfd938,8SYI_chain_D,8SYI:D,624,1,1,0,0,0,1
1972,21d07c3ab0882bd4195e6951049439673c04b3312874a72509ac553109274b6c,8T5S_chain_A,8T5S:A,1091,1,1,0,0,0,1
1973,251633999b810fcc4cf6f1d3b499bbf616a293fbc084f6f0b4781840ffc45ba2,8T6T_chain_A,8T6T:A,1368,1,1,0,0,0,1
1974,5179a3dea32705ed08881dadbf05b4e3ddc71bafbd9973c50d7b592b5a0aefda,8T79_chain_A,8T79:A,1364,1,1,0,0,0,1
1975,feba8806aef945758e94a2a61cc84233f41f2f2f46fae5e1342417cd4f44c736,8TUX_chain_B,8TUX:B,448,1,1,0,0,0,1
1976,866af9ebfb0e0ff6b7def7abe8204228b6d2177bf9c710517353088f4497f8a2,8TUX_chain_DA,8TUX:DA,127,1,1,0,0,0,1
1977,58e4a8fe2b5336309fd9b27e3bd0f940ad9467b924c17e20b8a21fe5cd9b6149,8TZZ_chain_A,8TZZ:A,1385,1,1,0,0,0,1
1978,b77b7ddb07bb0bdea563d05b43ad021d1712880253380fe7d01c16b91400600c,8U3Y_chain_A,8U3Y:A,1364,1,1,0,0,0,1
1979,2f700dcad72b2849ebccc8128c8d42f166dceaa40f6af3e0666b87d6c817fc2f,8U8U_chain_C,8U8U:C,1119,1,1,0,0,0,1
1980,59d37054b0e19267684402483c899be6ad6066e952965d74e15a50dccbb11535,8UAU_chain_A,8UAU:A,519,1,1,0,0,0,1
1981,dfd87e8f2e36154e8547e1472735e1244edc288ff70f070dd824000c2f987f3f,8UB7_chain_A,8UB7:A,328,1,1,0,0,0,1
1982,b628c26a82ac10e16d24ea0bf79495d832c8ecb6472d2d124dcf9527b796b3df,8UB7_chain_B,8UB7:B,290,1,1,0,0,0,1
1983,c4a2e13763bd63c52275aaaaf6556365694019d5a48df52d2b8481747be59898,8UD3_chain_D,8UD3:D,359,1,1,0,0,0,1
1984,ddc70cdbea35bde4b8841c35d4c15768fa12f5b5f6806bb1891f1d008fc28674,8UMF_chain_A,8UMF:A,1462,1,1,0,0,0,1
1985,cccf4bcc989ca6af839529d02eda0f658087033decd101455be77ddddb9db6f8,8URJ_chain_B,8URJ:B,92,1,1,0,0,0,1
1986,5410425cc66fcfe9cf536a35a956226adfe033af1d16258d47e7e1d2942d4285,8URJ_chain_C,8URJ:C,1062,1,1,0,0,0,1
1987,a5e8275e8aa6a6799ba6792d9bcefc16f744c619f60b8ca92f09163f5a5ee3df,8URJ_chain_D,8URJ:D,181,1,1,0,0,0,1
1988,64dbf746fd31cecab205d86ee34b6ae3a092632fef1cd87c0c08509caa256a4d,8URJ_chain_E,8URJ:E,92,1,1,0,0,0,1
1989,4a80959381dd4564865bb4de3c772e54a7cd98217bd4975184af0d416e6092d0,8UST_chain_A,8UST:A,739,1,1,0,0,0,1
1990,4eea0ff47c5632423966fb17355e532ec5ad6084712e2a2424b10ed9ad8d0aea,8UW3_chain_A,8UW3:A,1275,1,1,0,0,0,1
1991,dc7c25b2bbc72d8ce0d53c9c81fd1c658f390e8748c67000d4df438c027b14f3,8VAK_chain_A,8VAK:A,711,1,1,0,0,0,1
1992,bbdc23c83edc86d8d5fbcd6f243d4f7ad676c4ed21551c3dd34b5d39ad705755,8VAT_chain_A,8VAT:A,343,1,1,0,0,0,1
1993,548d97dc571c5a7042ffbfe71573d526a5821db04ce0985d4137c0db78ad9164,8VAT_chain_B,8VAT:B,376,1,1,0,0,0,1
1994,cc19d4309cf1ff2dd2c9a37c1ee4dca21b71f129e63e7e035fadd3839c0ca81b,8VES_chain_A,8VES:A,289,1,1,0,0,0,1
1995,568d56d17fed5001e0046ca0e7e8bd225737b77c31a6262b12ddffc8e50c157e,8VM8_chain_B,8VM8:B,232,1,1,0,0,0,1
1996,effb8bb97a7a1c143886c2382652ac9c0ecb34d0c3ef4d5f80cfe48268cf1e43,8VU0_chain_C,8VU0:C,113,1,1,0,0,0,1
1997,7208bd1f4547dbab7d8bff2eb86cceefdd26c458fc378598632684d3748665c9,8VV2_chain_A,8VV2:A,972,1,1,0,0,0,1
1998,2ecf7b90e70340d87e549a76fce4c9351c922a5b23ec842a227609207a75a094,8VZ6_chain_A,8VZ6:A,300,1,1,0,0,0,1
1999,e0eccee7e5ba4cf9bbda486aed1830038cde7d90bf63c1790d64f8732a6ad2c3,8W1P_chain_G,8W1P:G,384,1,1,0,0,0,1
2000,426cf1f7c2a3a55b424ad2aa4938f076a250e8ca232af22dfa9012f206bbdad9,8W2O_chain_B,8W2O:B,231,1,1,0,0,0,1
2001,db0b6ecbd47933e957a348ea4f51304182f3e8aec2cf1dd19c085ba1b7b02e1b,8W2Z_chain_A,8W2Z:A,746,1,1,0,0,0,1
2002,b91b873ca02025834b08d1b0fc301769de8606487b28323700cb9ede3642b8b9,8W35_chain_A,8W35:A,120,1,1,0,0,0,1
2003,57f5c49e305f9c7b1f531c9ef811a321952d1a22943622e5fcd12b4fd0662cf9,8WA0_chain_C,8WA0:C,1070,1,1,0,0,0,1
2004,cf659d3161d2ecec3e3fa15bd5e29940266c5b8456c530dd06137f31190edecd,8WA0_chain_D,8WA0:D,688,1,1,0,0,0,1
2005,eb0fceda486ca3c219775422a136e2e794638499adbdf48fa583938e2309445e,8WCE_chain_A,8WCE:A,1111,1,1,0,0,0,1
2006,edf92e61182e7a1ffb7871107d9f63794b514e83d78dfe952deb9e33765d0bb6,8WFB_chain_A,8WFB:A,1524,1,1,0,0,0,1
2007,b6fa4621529267c4361fec19ab5d9932836d3fdae563ee8a4c71d6f56480da03,8WFX_chain_A,8WFX:A,302,1,1,0,0,0,1
2008,fb6545d5141c2f649817554c075d5b8964f5a26936d79891963fde0ba9e2ae90,8WFX_chain_C,8WFX:C,813,1,1,0,0,0,1
2009,aac8d62ffae517cfb7ebe0feb3d3bcd2b34660116b99bb3c1bc0101d445f4b90,8WFX_chain_D,8WFX:D,375,1,1,0,0,0,1
2010,312662687a4db66184a6c79b44e4e68293a29c354a492ad627fa4756287b288b,8WFX_chain_J,8WFX:J,236,1,1,0,0,0,1
2011,167237e86b7a374d7f574c516ee6599fca810185b1c923fc7024ef3dac616dc6,8WKP_chain_I,8WKP:I,128,1,1,0,0,0,1
2012,1c4d8416f0dfce7f81e021738f147bc4c8baa461c0bd3e252a31f8b2e5a5fdda,8WQ2_chain_J,8WQ2:J,143,1,1,0,0,0,1
2013,de004630ee8eb3e673a0e8a8570860ec30cef53bd9ef034a642b46186b56da5f,8WRU_chain_A,8WRU:A,908,1,1,0,0,0,1
2014,64b78367afa55a6fddd14c8bdb2f82a205102b3653ca258e8d32dcf9bad70c3b,8WRV_chain_C,8WRV:C,444,1,1,0,0,0,1
2015,2821e3f3cdb89f8de6610c17ba73c6fc51d8ca43bde0df48f56653b50d9313c8,8WRW_chain_A,8WRW:A,359,1,1,0,0,0,1
2016,c5a2bad8367abaa25f86772dfe69b6b3192d962582e6a45f2d3c08b7a2f161d5,8WS5_chain_A,8WS5:A,300,1,1,0,0,0,1
2017,01b97b2c746a3693616ad5a913376e8649ee7fb4b277fa91a67f29b3fdeda36e,8WX0_chain_A,8WX0:A,773,1,1,0,0,0,1
2018,8ac3250177ba91d10ffd14a5b140f77954973ea1a107fb16990e45b17ecc0771,8X0N_chain_A,8X0N:A,202,1,1,0,0,0,1
2019,b552bec14e37e22421faed4b501cf5aabc4a96da905f3df0e2c2db9723926197,8X5D_chain_A,8X5D:A,239,1,1,0,0,0,1
2020,12de5a64cc3fa655be052794ea789eb1353b4b9eca27f57a8fe994545d223235,8X5D_chain_C,8X5D:C,378,1,1,0,0,0,1
2021,dbd4b42ab81ae94ed314a53a2983d2b215b2083979852a394a58c924fc01fdb9,8XC1_chain_A,8XC1:A,792,1,1,0,0,0,1
2022,e2ff8db1c4cba589f6a5cc4722f61addd24b44958546632704b6fbf156e17aed,8XCC_chain_A,8XCC:A,908,1,1,0,0,0,1
2023,500e4f374a00204bdc0fc6459f223e2728f1db7ac7e4048d4d336abdd37b5c66,8XYC_chain_C,8XYC:C,880,1,1,0,0,0,1
2024,7093ba58cc586f75e19c0b4bc60186d843a8571ffb3fd9c9af76856b035f4ac3,8Y2I_chain_C,8Y2I:C,899,1,1,0,0,0,1
2025,04d1ed2a7c038903a629f9ee0f24a3ecdfbf8d37093580b2f2174961aa995ea5,8Y2O_chain_A,8Y2O:A,1981,1,1,0,0,0,1
2026,56ab4148498eed7b3b53e80396d13bd61329209c58cca9490cc09f29f4522382,8Y2O_chain_B,8Y2O:B,347,1,1,0,0,0,1
2027,e11b28e97d20525c7953c12e526d26efbc08c9404303534d7535343c608d4de3,8Y9M_chain_A,8Y9M:A,870,1,1,0,0,0,1
2028,5aa508747d67e5dabe8562155364360b954c91d8fafe294580c4e3c8146bf457,8YE6_chain_A,8YE6:A,141,1,1,0,0,0,1
2029,eb350ba04c7db09694fc479ed721d80212ce94dd03ba8b48bc37b8ac55d0de13,8YE9_chain_C,8YE9:C,101,1,1,0,0,0,1
2030,0d43edbe76d812ae2a26249d8d70c5ef3526d0cb386e5c1dca57a766eb3ca540,8YIG_chain_B,8YIG:B,359,1,1,0,0,0,1
2031,893ea21a2fef4621cbe3b81a21c9d12abd8aed57a50043d6897b69f583c30304,8YWH_chain_A,8YWH:A,886,1,1,0,0,0,1
2032,72d3d5ba7108a4cda8cda1b55ad11c48fa11d6deceb35348b1fea64989cf273c,8Z0K_chain_A,8Z0K:A,325,1,1,0,0,0,1
2033,e3627a8860e619efe2edd22626acdf6f2ea298ec1b2200fbf359163312c0037a,8Z97_chain_A,8Z97:A,622,1,1,0,0,0,1
2034,30cda22ca161c024096625f38d5d1078ee3a2bac1b5b2fc96d2feff11b8848e5,8Z97_chain_B,8Z97:B,710,1,1,0,0,0,1
2035,7660ce6740c692cf13536d70d274b1f0123ad2697a9f0ac948940175fa65aae1,8Z97_chain_C,8Z97:C,827,1,1,0,0,0,1
2036,8406437aebf8e5f9c9e26ea3757534a6a8b110bcea9adf5741b8562f5e78ad7a,8ZCZ_chain_A,8ZCZ:A,1056,1,1,0,0,0,1
2037,485de960be17c92eed1528e5cbaeef2fcacb53f8fb06749f0e68a521bf8229f0,8ZDR_chain_C,8ZDR:C,747,1,1,0,0,0,1
2038,1e7316eecd60b619ec159890d6c76c05e5aabc3f94a6bbd6aa175531398f1921,8ZLU_chain_B,8ZLU:B,546,1,1,0,0,0,1
2039,77dcabc5ad624263273d1cdd87cb2cbdffb8b87fcf1022c67cf02e4ff5f1cbf5,8ZMI_chain_A,8ZMI:A,379,1,1,0,0,0,1
2040,6ce28b418af5454efd26b815e756b64eb1dd87a7da7605741855b4a5fa348ea5,8ZNJ_chain_A,8ZNJ:A,459,1,1,0,0,0,1
2041,45baebb4e40eae9892626ea6c0d2ffe3d2e308304f034bf25439b72302dca8bd,8ZNJ_chain_B,8ZNJ:B,243,1,1,0,0,0,1
2042,da54a6fe2c66eaa6ff31ffcacb4086a2f6df54326b0bab874ea8fb8985e4634e,8ZP9_chain_H,8ZP9:H,388,1,1,0,0,0,1
2043,8e2ba7d4e692cb1e3912e6cd52077cfa8f9c04e90b2777588f2e1599fe31973e,8ZQ9_chain_B,8ZQ9:B,747,1,1,0,0,0,1
2044,018519809ff296fcba47dae46ea09252b360b96bc191391e3c943bf7a3874d5a,8ZQB_chain_A,8ZQB:A,914,1,1,0,0,0,1
2045,4d45f80a6c2053aecc1c3ec37df574a4b3db480ebea6eda0f27074d063419959,8ZQC_chain_A,8ZQC:A,957,1,1,0,0,0,1
2046,b4b2b257f97ee16cabfac496609ebad5cd8d6a77255782c71cb0544999a451aa,8ZTY_chain_A,8ZTY:A,1120,1,1,0,0,0,1
2047,76be98aceafb2a8466ecc569d28b7ca690306a89660120c0e31f0aeaa0e4e596,8ZYC_chain_B,8ZYC:B,234,1,1,0,0,0,1
2048,30cb915d06cd67f21b95d2934c8c54b991ed477d7cd67a76e887b4b82fc06a4c,9ASH_chain_A,9ASH:A,759,1,1,0,0,0,1
2049,9dba0b5ce77dc2740b2007b9f49a33b0f980a6bf3b8d108465fed5f83b1c236d,9ASH_chain_C,9ASH:C,214,1,1,0,0,0,1
2050,da87a76151a1ce7f42b2b174775853c46b88e8959eb6bcac97e751dffdb952bf,9ASH_chain_H,9ASH:H,150,1,1,0,0,0,1
2051,c89abb1f367977231a989367e6d8b23cebb950c689c5c60cc488c4c019ad84b7,9ASH_chain_L,9ASH:L,353,1,1,0,0,0,1
2052,98eafa79569a084f344ceb6f43f9656a2685f99ddd953339cfa7c3210ca83fe3,9ASI_chain_L,9ASI:L,757,1,1,0,0,0,1
2053,42e5ee12c1203232498a149fbfad89a89bd56539cfd24c9f2490d1256175cefd,9B0L_chain_B,9B0L:B,520,1,1,0,0,0,1
2054,13c9db1e4103844f96dc254e1ba5f20a846f12110486d1efbc592f1a23d2e35f,9BWV_chain_B,9BWV:B,552,1,1,0,0,0,1
2055,afc68ab279677bc4718e16ce3937ccef1d2a20b9559884e2f2a0eee5c9029b8a,9BX4_chain_A,9BX4:A,498,1,1,0,0,0,1
2056,cafa7d4c540f236a53bfad16c1447c687d1ff138252d3ef2ee2724ceb6044f3d,9C3I_chain_A,9C3I:A,609,1,1,0,0,0,1
2057,1a7601528f08a22052d14c228f3b469d5b19f1126252676f83ee6e5cf7d53cde,9CER_chain_A,9CER:A,1100,1,1,0,0,0,1
2058,25eaf7ff210058de7742e6597814749138b22d5e639c47337c883b55e0ac5690,9CF0_chain_A,9CF0:A,162,1,1,0,0,0,1
2059,dbea9133b17880d407d49707229503a253ce454c2d99c966bdabbd7644788e68,9CF0_chain_C,9CF0:C,1259,1,1,0,0,0,1
2060,2de5f3f8635d79027837dd35a71bdbbf7affbd92fc311789f556855508eeb3af,9CRO_chain_G,9CRO:G,321,1,1,0,0,0,1
2061,221d6155b18190d11159eebbf56c2a19d3fca086cb647ce3cd68ac27e29517ce,9CRO_chain_K,9CRO:K,240,1,1,0,0,0,1
2062,38a3eb36ad20c41c8177d796a7e6d9faa61f0b1b2bead0671a5defdcdd8a46ee,9CRP_chain_H,9CRP:H,241,1,1,0,0,0,1
2063,01f9c691b096403e5fb3dc78199ae02a98fb65c1a2952039ff21ba6b7fe77aaf,9CY7_chain_A,9CY7:A,760,1,1,0,0,0,1
2064,b7b93946ed583926464cc2f952cedcfb9062df2ccf86fd8e2f2a9bf3d4e2e668,9D5J_chain_A,9D5J:A,487,1,1,0,0,0,1
2065,f2cc8d711dd07961375b582e87ec667b3c4a94949f83d8b9d8692b344e11b15f,9DCH_chain_H,9DCH:H,750,1,1,0,0,0,1
2066,3890f3db01a1a3acd8bb0a4261221481285ede56555ab05fdb4ead30379a4034,9DN4_chain_C,9DN4:C,233,1,1,0,0,0,1
2067,246f64bd942229d82f0d2c47db2f8fdf9e59db8a9fd446c7daa0b4b6c162880d,9DN4_chain_D,9DN4:D,250,1,1,0,0,0,1
2068,063c31682e13a089f562811569fa425a321d16c7fea4a4f795234f237e2bbcbe,9DOU_chain_A,9DOU:A,1390,1,1,0,0,0,1
2069,099d1b6de0175b223dd4b06aad4485fd023e735ca2d2114a9631a032ce297d7c,9DRS_chain_B,9DRS:B,835,1,1,0,0,0,1
2070,66b485044a7164d82e6d99779c11fd0003cd9a5ac1600cac65ba98108a51b2f7,9DRS_chain_D,9DRS:D,341,1,1,0,0,0,1
2071,9ea978c7df3bdce9da198b0624d10f5b576114b994b6b6d694d09a4a5bef612c,9DRT_chain_D,9DRT:D,342,1,1,0,0,0,1
2072,e1ca0d3b937963d507ec56031cd8c4b9e63ee8b2c1e318c6b6f2bd183fe49ec0,9DRV_chain_A,9DRV:A,350,1,1,0,0,0,1
2073,c6716f82315d49c657f55b81baf4ee24bd150903fdf5ecac7f19cfab18a31172,9DTS_chain_A,9DTS:A,388,1,1,0,0,0,1
2074,9788285a679c87c56db48a9f7442f4cafabacc9ec4502fa6d11a3a5ad136e596,9DTT_chain_A,9DTT:A,920,1,1,0,0,0,1
2075,05f3dafb4c03cd2288bba5912df78c367ec9895265b3a3bdd9c5f5b58ba86b02,9E9V_chain_E,9E9V:E,183,1,1,0,0,0,1
2076,6235fbbe27eee8899de206318f32b9c3d86a3b1d1fc8ec0abfe7e176840d3143,9EHR_chain_A,9EHR:A,1629,1,1,0,0,0,1
2077,3460888dc301cdf43846bee0aa601d25cacd6368c763ff566b1f135f4a586895,9ENB_chain_A,9ENB:A,481,1,1,0,0,0,1
2078,cc660538edf834e925b9c27b4d729f90b45726fae5379ca9fea961584a1900fe,9EY0_chain_E,9EY0:E,797,1,1,0,0,0,1
2079,0c9a221a44bfd74fee1ba6bf2ed5cf1a87546dadf42d13e253988ca4e6efaac0,9EY1_chain_A,9EY1:A,797,1,1,0,0,0,1
2080,9f483bdb66a0f266b5d249b80f6791aec88daaca29b0a2e681c8e6dadf28fe07,9F3P_chain_A,9F3P:A,1028,1,1,0,0,0,1
2081,7693d167bfae34fc5345154a75e21dc6db164f9d80a2c79eb79999814eb0b62f,9FIB_chain_F,9FIB:F,72,1,1,0,0,0,1
